,centries,titles,authors,scores,votes,website,average rating,times rated
9264,21st,Silver Bay,Jojo Moyes,28,1,https://www.goodreads.com/book/show/2895896-silver-bay,3.76,25469.0
9265,21st,A Perfect Red,Amy Butler Greenfield,28,1,https://www.goodreads.com/book/show/126293.A_Perfect_Red,3.87,2817.0
9266,21st,"Oblivion (The Gatekeepers, #5)",Anthony Horowitz,28,1,https://www.goodreads.com/book/show/13343752-oblivion,4.26,7190.0
9267,21st,Sadness Is a White Bird,Moriel Rothman-Zecher,28,2,https://www.goodreads.com/book/show/36129150-sadness-is-a-white-bird,4.03,1440.0
9268,21st,"The Last Hero (Discworld, #27)",Terry Pratchett,28,1,https://www.goodreads.com/book/show/1938308.The_Last_Hero,4.16,34152.0
9270,21st,Calling Me Home,Julie Kibler,28,1,https://www.goodreads.com/book/show/15793184-calling-me-home,4.24,39902.0
9271,21st,Ahsoka,E.K. Johnston,28,1,https://www.goodreads.com/book/show/29468031-ahsoka,4.07,28260.0
9272,21st,"What Hath God Wrought: The Transformation of America, 1815-1848",Daniel Walker Howe,28,1,https://www.goodreads.com/book/show/6802606-what-hath-god-wrought,4.14,7962.0
9273,21st,The Last Train: A Holocaust Story,Rona Arato,28,1,https://www.goodreads.com/book/show/15817031-the-last-train,4.01,401.0
9274,21st,The Sterling Shore Series (Sterling Shore #1-3),C.M. Owens,28,1,https://www.goodreads.com/book/show/23701524-the-sterling-shore-series,4.52,2886.0
9275,21st,The Boy At the Back of the Class,Onjali Q. Raúf,28,1,https://www.goodreads.com/book/show/40787178-the-boy-at-the-back-of-the-class,4.44,8967.0
9276,21st,"Variant (Variant, #1)",Robison Wells,27,1,https://www.goodreads.com/book/show/10433900-variant,3.93,22156.0
9277,21st,"Second Sight (Arcane Society, #1)",Amanda Quick,27,1,https://www.goodreads.com/book/show/155659.Second_Sight,3.88,13960.0
9278,21st,Elizabeth's London: Everyday Life in Elizabethan London,Liza Picard,25,1,https://www.goodreads.com/book/show/471742.Elizabeth_s_London,3.99,959.0
9279,21st,"Veil of Midnight (Midnight Breed, #5)",Lara Adrian,25,1,https://www.goodreads.com/book/show/3373198-veil-of-midnight,4.23,31906.0
9280,21st,"Step on a Crack (Michael Bennett, #1)",James Patterson,25,1,https://www.goodreads.com/book/show/45169.Step_on_a_Crack,4.03,48285.0
9281,21st,"The Fox Inheritance (Jenna Fox Chronicles, #2)",Mary E. Pearson,25,1,https://www.goodreads.com/book/show/9774821-the-fox-inheritance,3.59,5537.0
9282,21st,"Brother, I'm Dying",Edwidge Danticat,25,1,https://www.goodreads.com/book/show/430027.Brother_I_m_Dying,4.14,6179.0
9283,21st,"The Lady is a Vamp (Argeneau, #17)",Lynsay Sands,25,1,https://www.goodreads.com/book/show/13109352-the-lady-is-a-vamp,4.23,10844.0
9284,21st,"Gregor and the Prophecy of Bane (Underland Chronicles, #2)",Suzanne Collins,25,1,https://www.goodreads.com/book/show/385742.Gregor_and_the_Prophecy_of_Bane,4.2,43021.0
9286,21st,"Specters of the Atlantic: Finance Capital, Slavery, and the Philosophy of History",Ian Baucom,25,1,https://www.goodreads.com/book/show/598192.Specters_of_the_Atlantic,4.1,70.0
9287,21st,"Thirteen (Women of the Otherworld, #13)",Kelley Armstrong,25,1,https://www.goodreads.com/book/show/10863148-thirteen,4.3,13144.0
9288,21st,Time Out Shortlist Manchester - 1st edition,Time Out Guides,25,1,https://www.goodreads.com/book/show/1510892.Time_Out_Shortlist_Manchester_1st_edition,3.6,10.0
9289,21st,"After You (Me Before You, #2)",Jojo Moyes,25,1,https://www.goodreads.com/book/show/25041504-after-you,3.73,337836.0
9290,21st,The Polysyllabic Spree,Nick Hornby,25,1,https://www.goodreads.com/book/show/4260.The_Polysyllabic_Spree,3.73,7035.0
9291,21st,The Cause of All Nations: An International History of the American Civil War,Don H. Doyle,25,1,https://www.goodreads.com/book/show/21413853-the-cause-of-all-nations,4.29,380.0
9292,21st,"A Redo (Sterling Shore, #6)",C.M. Owens,25,1,https://www.goodreads.com/book/show/25535828-a-redo,4.37,5991.0
9293,21st,The Party Upstairs,Lee Conell,25,2,https://www.goodreads.com/book/show/45865627-the-party-upstairs,3.11,1948.0
9294,21st,The Last Dickens,Matthew Pearl,24,1,https://www.goodreads.com/book/show/6455704-the-last-dickens,3.57,6872.0
9295,21st,The Art of Mending,Elizabeth Berg,24,2,https://www.goodreads.com/book/show/7190762-the-art-of-mending,3.65,11999.0
9296,21st,Sense of Place and Sense of Planet: The Environmental Imagination of the Global,Ursula K. Heise,24,1,https://www.goodreads.com/book/show/3298847-sense-of-place-and-sense-of-planet,3.84,56.0
9297,21st,Rites of Peace: The Fall of Napoleon and the Congress of Vienna,Adam Zamoyski,24,1,https://www.goodreads.com/book/show/138831.Rites_of_Peace,3.98,611.0
9298,21st,"Gregor and the Curse of the Warmbloods (Underland Chronicles, #3)",Suzanne Collins,24,1,https://www.goodreads.com/book/show/385706.Gregor_and_the_Curse_of_the_Warmbloods,4.23,44045.0
9299,21st,"Dark of Night (Troubleshooters, #14)",Suzanne Brockmann,24,1,https://www.goodreads.com/book/show/3633352-dark-of-night,4.25,5640.0
9300,21st,"Triple Dare (Sterling Shore, #7)",C.M. Owens,24,1,https://www.goodreads.com/book/show/27229700-triple-dare,4.4,4797.0
9301,21st,The Secret School,Avi,23,1,https://www.goodreads.com/book/show/5588339-the-secret-school,3.81,4486.0
9302,21st,"Warrior's Redemption (Warrior, #1)",Melissa Mayhue,23,1,https://www.goodreads.com/book/show/10801885-warrior-s-redemption,4.03,1041.0
9303,21st,Gregor the Overlander,Suzanne Collins,23,1,https://www.goodreads.com/book/show/875064.Gregor_the_Overlander,4.01,99115.0
9304,21st,See You at Harry's,Jo Knowles,23,1,https://www.goodreads.com/book/show/12384984-see-you-at-harry-s,4.12,13060.0
9305,21st,"Reunion (The Mediator, #3)",Jenny Carroll,23,1,https://www.goodreads.com/book/show/199785.Reunion,4.08,38579.0
9306,21st,When the Emperor Was Divine,Julie Otsuka,23,1,https://www.goodreads.com/book/show/764073.When_the_Emperor_Was_Divine,3.77,21328.0
9307,21st,Doctor Who: The Official Annual 2011,Moray Laing,23,1,https://www.goodreads.com/book/show/8077433-doctor-who,3.52,105.0
9308,21st,The Peculiar Miracles of Antoinette Martin,Stephanie Knipper,23,1,https://www.goodreads.com/book/show/28110864-the-peculiar-miracles-of-antoinette-martin,3.93,1899.0
9309,21st,The White Pearl,Kate Furnivall,23,1,https://www.goodreads.com/book/show/9756579-the-white-pearl,3.78,2422.0
9310,21st,The Pearl That Broke Its Shell,Nadia Hashimi,23,1,https://www.goodreads.com/book/show/18505784-the-pearl-that-broke-its-shell,4.16,40758.0
9311,21st,Peanuts Holidays Through The Year: Five Classic Stories,Charles M. Schulz,23,1,https://www.goodreads.com/book/show/3184618-peanuts-holidays-through-the-year,4.47,77.0
9312,21st,Taming a Maverick (Sterling Shore #11),C.M. Owens,20,1,https://www.goodreads.com/book/show/35012945-taming-a-maverick,4.57,3738.0
9313,21st,"Kiss of Crimson (Midnight Breed, #2)",Lara Adrian,19,1,https://www.goodreads.com/book/show/715791.Kiss_of_Crimson,4.14,41845.0
9314,21st,"The Intentional Christian Community Handbook: For Idealists, Hypocrites, and Wannabe Disciples of Jesus",David Janzen,19,2,https://www.goodreads.com/book/show/13592402-the-intentional-christian-community-handbook,3.86,123.0
9316,21st,The Tree House,Kathleen Jamie,18,1,https://www.goodreads.com/book/show/1840718.The_Tree_House,3.92,144.0
9317,21st,"When the Heart Cries (Sisters of the Quilt, #1)",Cindy Woodsmall,16,1,https://www.goodreads.com/book/show/201104.When_the_Heart_Cries,4.26,4769.0
9318,21st,Voices in the Night,Steven Millhauser,16,1,https://www.goodreads.com/book/show/22543938-voices-in-the-night,3.58,903.0
9319,21st,Ragnarok,A.S. Byatt,16,1,https://www.goodreads.com/book/show/11020173-ragnarok,3.49,5162.0
9320,21st,"Solitary (Escape from Furnace, #2)",Alexander Gordon Smith,16,1,https://www.goodreads.com/book/show/6633007-solitary,4.18,8146.0
9321,21st,"17 Carnations: The Royals, the Nazis and the Biggest Cover-Up in History",Andrew Morton,15,1,https://www.goodreads.com/book/show/22313811-17-carnations,3.33,2975.0
9322,21st,"Claire DeWitt and the City of the Dead (Claire DeWitt Mysteries, #1)",Sara Gran,15,1,https://www.goodreads.com/book/show/12804911-claire-dewitt-and-the-city-of-the-dead,3.69,9438.0
9323,21st,Marguerite's Fountain,Rachel Elliot,15,1,https://www.goodreads.com/book/show/5774913-marguerite-s-fountain,3.68,28.0
9324,21st,Fieldwork,Mischa Berlinski,14,1,https://www.goodreads.com/book/show/209851.Fieldwork,3.63,4136.0
9325,21st,"A Companion to Wolves (Iskryne World, #1)",Sarah Monette,14,1,https://www.goodreads.com/book/show/333356.A_Companion_to_Wolves,3.67,2742.0
9327,21st,"The Reluctant Vampire (Argeneau, #15)",Lynsay Sands,14,1,https://www.goodreads.com/book/show/6503156-the-reluctant-vampire,4.27,13238.0
9328,21st,Doctor Who: The Runaway Train,Oli Smith,14,1,https://www.goodreads.com/book/show/18276379-doctor-who,3.44,396.0
9329,21st,Museum of the Weird,Amelia Gray,14,1,https://www.goodreads.com/book/show/8356527-museum-of-the-weird,3.77,855.0
9330,21st,Shattered,Kathi Baron,14,1,https://www.goodreads.com/book/show/6564183-shattered,3.82,93.0
9331,21st,Into the Free (Into the Free #1),Julie Cantrell,14,1,https://www.goodreads.com/book/show/11880626-into-the-free,3.93,6607.0
9332,21st,Conversations with Scorsese,Richard Schickel,14,1,https://www.goodreads.com/book/show/13642509-conversations-with-scorsese,4.16,549.0
9333,21st,The Third Twin,C.J. Omololu,14,1,https://www.goodreads.com/book/show/27876436-the-third-twin,3.78,5592.0
9334,21st,"Let Sleeping Dukes Lie (Rules of the Rogue, #2)",Emily Windsor,14,1,https://www.goodreads.com/book/show/39996260-let-sleeping-dukes-lie,4.25,1889.0
9335,21st,Musical Chairs,Amy Poeppel,14,1,https://www.goodreads.com/book/show/48914611-musical-chairs,3.82,5403.0
9336,21st,"The Feather Thief: Beauty, Obsession, and the Natural History Heist of the Century",Kirk Wallace Johnson,14,1,https://www.goodreads.com/book/show/40126865-the-feather-thief,4.02,21661.0
9337,21st,"The Oracle's Queen (The Tamír Triad, #3)",Lynn Flewelling,13,1,https://www.goodreads.com/book/show/74271.The_Oracle_s_Queen,4.18,7813.0
9338,21st,Into the Heart of the Country,Pauline Holdstock,13,1,https://www.goodreads.com/book/show/10772848-into-the-heart-of-the-country,3.49,110.0
9339,21st,"Great Bear Lake (Seekers, #2)",Erin Hunter,13,1,https://www.goodreads.com/book/show/3427378-great-bear-lake,4.07,5864.0
9340,21st,"Dragon Warrior (Midnight Bay, #2)",Janet Chapman,13,1,https://www.goodreads.com/book/show/7841511-dragon-warrior,4.27,1908.0
9341,21st,Argall: The True Story of Pocahontas and Captain John Smith,William T. Vollmann,13,1,https://www.goodreads.com/book/show/300738.Argall,4.14,265.0
9342,21st,Doctor Who: The Gemini Contagion,Jason Arnopp,13,1,https://www.goodreads.com/book/show/10783747-doctor-who,3.38,227.0
9343,21st,Dark Winter: How the Sun Is Causing a 30-Year Cold Spell,John Casey,13,1,https://www.goodreads.com/book/show/23093076-dark-winter,3.75,161.0
9344,21st,"Leven Thumps and the Wrath of Ezra (Leven Thumps, #4)",Obert Skye,13,2,https://www.goodreads.com/book/show/3329289-leven-thumps-and-the-wrath-of-ezra,3.98,9523.0
9345,21st,"The Lake of Souls (The Saga of Darren Shan, #10)",Darren Shan,13,1,https://www.goodreads.com/book/show/2500374.The_Lake_of_Souls,4.18,22546.0
9346,21st,How Adam Smith Can Change Your Life: An Unexpected Guide to Human Nature and Happiness,Russ Roberts,13,1,https://www.goodreads.com/book/show/20821053-how-adam-smith-can-change-your-life,3.93,2714.0
9347,21st,The Riddle of the Labyrinth: The Quest to Crack an Ancient Code,Margalit Fox,13,1,https://www.goodreads.com/book/show/16240783-the-riddle-of-the-labyrinth,3.98,3146.0
9348,21st,"Unmasking Miss Appleby (Baleful Godmother, #1)",Emily Larkin,13,1,https://www.goodreads.com/book/show/32601794-unmasking-miss-appleby,3.98,3545.0
9349,21st,"Here for It; Or, How to Save Your Soul in America: Essays",R. Eric Thomas,13,1,https://www.goodreads.com/book/show/51844401-here-for-it-or-how-to-save-your-soul-in-america,4.06,9716.0
9350,21st,"Jango (Noble Warriors Trilogy, #2)",William Nicholson,12,1,https://www.goodreads.com/book/show/418158.Jango,3.83,1154.0
9351,21st,"The Bone Doll's Twin (The Tamír Triad, #1)",Lynn Flewelling,12,1,https://www.goodreads.com/book/show/671560.The_Bone_Doll_s_Twin,4.06,12077.0
9352,21st,The Free World,David Bezmozgis,12,1,https://www.goodreads.com/book/show/8801805-the-free-world,3.37,1735.0
9353,21st,"Smoke Mountain (Seekers, #3)",Erin Hunter,12,1,https://www.goodreads.com/book/show/4955576-smoke-mountain,4.11,4592.0
9354,21st,"Burning Lamp (Arcane Society, #8; Dreamlight Trilogy, #2)",Amanda Quick,12,1,https://www.goodreads.com/book/show/6908832-burning-lamp,4.06,8266.0
9355,21st,The Oregon Trail: A New American Journey,Rinker Buck,12,1,https://www.goodreads.com/book/show/23492799-the-oregon-trail,3.82,10476.0
9356,21st,"The Coldest War (Doctor Who: Decide Your Destiny, #14)",Colin Brake,12,1,https://www.goodreads.com/book/show/7878833-the-coldest-war,3.4,55.0
9357,21st,Wild at Heart: Discovering the Secret of a Man's Soul,John Eldredge,12,1,https://www.goodreads.com/book/show/1846.Wild_at_Heart,3.92,74920.0
9358,21st,Five Days at Memorial: Life and Death in a Storm-Ravaged Hospital,Sheri Fink,12,2,https://www.goodreads.com/book/show/17704902-five-days-at-memorial,3.91,28265.0
9359,21st,Washington-Rochambeau Revolutionary Route and the Franco-American Alliance,Donna Passmore and Jan Smulcer,12,1,https://www.goodreads.com/book/show/40799454-washington-rochambeau-revolutionary-route-and-the-franco-american-allian,4.67,3.0
9360,21st,"Nemesis Games (The Expanse, #5)",James S.A. Corey,12,1,https://www.goodreads.com/book/show/22886612-nemesis-games,4.42,76268.0
9361,21st,"Treachery in Death (In Death, #32)",J.D. Robb,11,1,https://www.goodreads.com/book/show/8315872-treachery-in-death,4.46,27886.0
9362,21st,The Wrong End of the Table: A Mostly Comic Memoir of a Muslim Arab American Woman Just Trying to Fit in,Ayser Salman,11,1,https://www.goodreads.com/book/show/40645426-the-wrong-end-of-the-table,3.6,3252.0
9363,21st,"Rising Tides (Destroyermen, #5)",Taylor Anderson,11,1,https://www.goodreads.com/book/show/8701508-rising-tides,4.22,2966.0
9364,21st,Dissident Gardens,Jonathan Lethem,10,1,https://www.goodreads.com/book/show/17262212-dissident-gardens,3.26,3912.0
9365,21st,"Return of the Highlander (Immortal Warriors, #1)",Sara Mackenzie,10,1,https://www.goodreads.com/book/show/825831.Return_of_the_Highlander,3.86,571.0
9366,21st,Doctor Who: The Ring of Steel,Stephen Cole,10,1,https://www.goodreads.com/book/show/8077506-doctor-who,3.33,378.0
9367,21st,"The Devil & Sherlock Holmes: Tales of Murder, Madness & Obsession",David Grann,10,1,https://www.goodreads.com/book/show/7150397-the-devil-sherlock-holmes,3.78,5592.0
9368,21st,"Distant Thunders (Destroyermen, #4)",Taylor Anderson,10,1,https://www.goodreads.com/book/show/7145719-distant-thunders,4.18,3134.0
9369,21st,"Passions of the Ghost (Immortal Warriors, #3)",Sara Mackenzie,9,1,https://www.goodreads.com/book/show/496130.Passions_of_the_Ghost,3.75,175.0
9370,21st,"Banewreaker (The Sundering, #1)",Jacqueline Carey,9,2,https://www.goodreads.com/book/show/40222.Banewreaker,3.46,4362.0
9371,21st,Dandelion Summer (Blue Sky Hill #4),Lisa Wingate,9,1,https://www.goodreads.com/book/show/9749824-dandelion-summer,4.36,2691.0
9372,21st,Hill Women: Finding Family and a Way Forward in the Appalachian Mountains,Cassie Chambers,9,1,https://www.goodreads.com/book/show/49249313-hill-women,3.94,5831.0
9373,21st,"Maelstrom (Destroyermen, #3)",Taylor Anderson,9,1,https://www.goodreads.com/book/show/3946101-maelstrom,4.2,3736.0
9374,21st,"Bound by Dreams (Draycott Abbey, #9)",Christina Skye,8,1,https://www.goodreads.com/book/show/6552050-bound-by-dreams,3.99,315.0
9375,21st,"The Secret History of the Pink Carnation (Pink Carnation, #1)",Lauren Willig,8,1,https://www.goodreads.com/book/show/84351.The_Secret_History_of_the_Pink_Carnation,3.69,22611.0
9376,21st,"The Blade of Shattered Hope (The 13th Reality, #3)",James Dashner,8,1,https://www.goodreads.com/book/show/7907192-the-blade-of-shattered-hope,4.1,6251.0
9377,21st,Ignore Everybody: and 39 Other Keys to Creativity,Hugh MacLeod,8,1,https://www.goodreads.com/book/show/6162567-ignore-everybody,4.03,22274.0
9378,21st,A Man Called Trent,Louis L'Amour,8,1,https://www.goodreads.com/book/show/586529.A_Man_Called_Trent,3.94,1139.0
9379,21st,"The Dark Highlander (Highlander, #5)",Karen Marie Moning,7,1,https://www.goodreads.com/book/show/112755.The_Dark_Highlander,4.27,36933.0
9380,21st,Full Body Burden: Growing Up in the Nuclear Shadow of Rocky Flats,Kristen Iversen,7,1,https://www.goodreads.com/book/show/13153931-full-body-burden,4.04,3434.0
9381,21st,"Working Stiff: Two Years, 262 Bodies, and the Making of a Medical Examiner",Judy Melinek,7,1,https://www.goodreads.com/book/show/18775327-working-stiff,4.23,19231.0
9382,21st,"Crusade (Destroyermen, #2)",Taylor Anderson,7,1,https://www.goodreads.com/book/show/3698340-crusade,4.15,4005.0
9383,21st,The Year of Learning Dangerously: Adventures in Homeschooling,Quinn Cummings,6,1,https://www.goodreads.com/book/show/13542507-the-year-of-learning-dangerously,3.48,1300.0
9384,21st,"Sleepless in Scotland (MacLean Curse, #4)",Karen Hawkins,6,1,https://www.goodreads.com/book/show/5979401-sleepless-in-scotland,4.02,2853.0
9385,21st,"Kushiel's Scion (Imriel's Trilogy, #1)",Jacqueline Carey,6,1,https://www.goodreads.com/book/show/153007.Kushiel_s_Scion,4.21,20721.0
9386,21st,Talking to Strangers: What We Should Know About the People We Don’t Know,Malcolm Gladwell,6,1,https://www.goodreads.com/book/show/53098669-talking-to-strangers,4.02,233648.0
9387,21st,Burn,Patrick Ness,6,1,https://www.goodreads.com/book/show/50175239-burn,3.77,7439.0
9388,21st,"Abaddon's Gate (The Expanse, #3)",James S.A. Corey,5,1,https://www.goodreads.com/book/show/16131032-abaddon-s-gate,4.26,105150.0
9389,21st,"Hunter (Hunter, #1)",Mercedes Lackey,4,1,https://www.goodreads.com/book/show/24397041-hunter,4.01,7826.0
9390,21st,"The Wishing Spell (The Land of Stories, #1)",Chris Colfer,3,1,https://www.goodreads.com/book/show/11607446-the-wishing-spell,4.25,120926.0
9391,21st,"Elite (Hunter, #2)",Mercedes Lackey,3,1,https://www.goodreads.com/book/show/28450969-elite,4.18,4817.0
9392,21st,"The Enchantress Returns (The Land of Stories, #2)",Chris Colfer,2,1,https://www.goodreads.com/book/show/17722973-the-enchantress-returns,4.46,53314.0
9393,21st,Warrior of the Altaii,Robert Jordan,2,1,https://www.goodreads.com/book/show/43697442-warrior-of-the-altaii,3.67,2305.0
9394,21st,"Lies of the Beholder (Legion, #3)",Brandon Sanderson,1,1,https://www.goodreads.com/book/show/51701518-lies-of-the-beholder,4.13,5658.0
9395,21st,"Firstborn (A Time Odyssey, #3)",Arthur C. Clarke,0,0,https://www.goodreads.com/book/show/1054142.Firstborn,3.73,3689.0
9396,21st,"Sunstorm (A Time Odyssey, #2)",Arthur C. Clarke,0,0,https://www.goodreads.com/book/show/35815.Sunstorm,3.84,5184.0
9397,20th,To Kill a Mockingbird,Harper Lee,983083,9955,https://www.goodreads.com/book/show/2657.To_Kill_a_Mockingbird,4.27,5277975.0
9398,20th,1984,George Orwell,909459,9280,https://www.goodreads.com/book/show/40961427-1984,4.19,3824879.0
9399,20th,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,714693,7312,https://www.goodreads.com/book/show/3.Harry_Potter_and_the_Sorcerer_s_Stone,4.48,8525498.0
9400,20th,The Great Gatsby,F. Scott Fitzgerald,703651,7221,https://www.goodreads.com/book/show/4671.The_Great_Gatsby,3.93,4452809.0
9401,20th,Animal Farm,George Orwell,500735,5248,https://www.goodreads.com/book/show/170448.Animal_Farm,3.97,3272987.0
9402,20th,The Hobbit,J.R.R. Tolkien,468561,4903,https://www.goodreads.com/book/show/5907.The_Hobbit,4.28,3374748.0
9403,20th,The Diary of a Young Girl,Anne Frank,463258,4801,https://www.goodreads.com/book/show/48855.The_Diary_of_a_Young_Girl,4.17,3246478.0
9404,20th,The Little Prince,Antoine de Saint-Exupéry,445144,4618,https://www.goodreads.com/book/show/157993.The_Little_Prince,4.32,1728141.0
9405,20th,Fahrenheit 451,Ray Bradbury,407597,4271,https://www.goodreads.com/book/show/13079982-fahrenheit-451,3.98,2023496.0
9406,20th,The Catcher in the Rye,J.D. Salinger,403205,4135,https://www.goodreads.com/book/show/5107.The_Catcher_in_the_Rye,3.81,3114261.0
9407,20th,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,366941,3846,https://www.goodreads.com/book/show/100915.The_Lion_the_Witch_and_the_Wardrobe,4.23,2454187.0
9408,20th,The Grapes of Wrath,John Steinbeck,363181,3798,https://www.goodreads.com/book/show/18114322-the-grapes-of-wrath,3.99,825651.0
9409,20th,One Hundred Years of Solitude,Gabriel García Márquez,355663,3681,https://www.goodreads.com/book/show/320.One_Hundred_Years_of_Solitude,4.1,855913.0
9410,20th,Brave New World,Aldous Huxley,345853,3657,https://www.goodreads.com/book/show/5129.Brave_New_World,3.99,1641065.0
9411,20th,Gone with the Wind,Margaret Mitchell,310619,3249,https://www.goodreads.com/book/show/18405.Gone_with_the_Wind,4.3,1149563.0
9412,20th,Of Mice and Men,John Steinbeck,307424,3290,https://www.goodreads.com/book/show/890.Of_Mice_and_Men,3.88,2228806.0
9413,20th,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,296515,3148,https://www.goodreads.com/book/show/5.Harry_Potter_and_the_Prisoner_of_Azkaban,4.58,3456476.0
9414,20th,"The Giver (The Giver, #1)",Lois Lowry,292720,3064,https://www.goodreads.com/book/show/3636.The_Giver,4.13,2111130.0
9415,20th,Lord of the Flies,William Golding,280910,3038,https://www.goodreads.com/book/show/7624.Lord_of_the_Flies,3.69,2573437.0
9416,20th,Slaughterhouse-Five,Kurt Vonnegut Jr.,272206,2901,https://www.goodreads.com/book/show/4981.Slaughterhouse_Five,4.09,1243743.0
9417,20th,Lolita,Vladimir Nabokov,267447,2812,https://www.goodreads.com/book/show/7604.Lolita,3.88,745122.0
9418,20th,East of Eden,John Steinbeck,238182,2501,https://www.goodreads.com/book/show/4406.East_of_Eden,4.39,475369.0
9419,20th,"The Handmaid's Tale (The Handmaid's Tale, #1)",Margaret Atwood,233413,2499,https://www.goodreads.com/book/show/38447.The_Handmaid_s_Tale,4.12,1742414.0
9420,20th,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,227570,2464,https://www.goodreads.com/book/show/34.The_Fellowship_of_the_Ring,4.38,2574934.0
9421,20th,One Flew Over the Cuckoo's Nest,Ken Kesey,225677,2440,https://www.goodreads.com/book/show/332613.One_Flew_Over_the_Cuckoo_s_Nest,4.2,680870.0
9422,20th,"The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5)",Douglas Adams,220446,2342,https://www.goodreads.com/book/show/13.The_Ultimate_Hitchhiker_s_Guide_to_the_Galaxy,4.37,306341.0
9423,20th,Memoirs of a Geisha,Arthur Golden,220125,2341,https://www.goodreads.com/book/show/929.Memoirs_of_a_Geisha,4.13,1861034.0
9425,20th,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,209310,2296,https://www.goodreads.com/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets,4.43,3291728.0
9426,20th,Charlotte's Web,E.B. White,207987,2273,https://www.goodreads.com/book/show/24178.Charlotte_s_Web,4.19,1627172.0
9427,20th,"The Chronicles of Narnia (Chronicles of Narnia, #1-7)",C.S. Lewis,202134,2196,https://www.goodreads.com/book/show/11127.The_Chronicles_of_Narnia,4.26,587072.0
9428,20th,"A Wrinkle in Time (Time Quintet, #1)",Madeleine L'Engle,200137,2147,https://www.goodreads.com/book/show/33574273-a-wrinkle-in-time,3.99,1121293.0
9429,20th,The Old Man and the Sea,Ernest Hemingway,195887,2152,https://www.goodreads.com/book/show/2165.The_Old_Man_and_the_Sea,3.79,978470.0
9430,20th,"Ender's Game (Ender's Saga, #1)",Orson Scott Card,183548,1951,https://www.goodreads.com/book/show/375802.Ender_s_Game,4.3,1252796.0
9431,20th,The Giving Tree,Shel Silverstein,180716,1977,https://www.goodreads.com/book/show/370493.The_Giving_Tree,4.37,1018008.0
9432,20th,"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,176524,1954,https://www.goodreads.com/book/show/838729.The_Return_of_the_King,4.55,772239.0
9433,20th,"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,173171,1937,https://www.goodreads.com/book/show/15241.The_Two_Towers,4.46,824123.0
9434,20th,"Night (The Night Trilogy, #1)",Elie Wiesel,170268,1848,https://www.goodreads.com/book/show/1617.Night,4.35,1102968.0
9435,20th,A Tree Grows in Brooklyn,Betty Smith,167747,1776,https://www.goodreads.com/book/show/14891.A_Tree_Grows_in_Brooklyn,4.28,423522.0
9436,20th,The Bell Jar,Sylvia Plath,165465,1790,https://www.goodreads.com/book/show/6514.The_Bell_Jar,4.03,726606.0
9437,20th,"Watership Down (Watership Down, #1)",Richard Adams,158548,1718,https://www.goodreads.com/book/show/76620.Watership_Down,4.07,457857.0
9438,20th,The Alchemist,Paulo Coelho,156704,1701,https://www.goodreads.com/book/show/18144590-the-alchemist,3.9,2542714.0
9439,20th,"Anne of Green Gables (Anne of Green Gables, #1)",L.M. Montgomery,152597,1683,https://www.goodreads.com/book/show/8127.Anne_of_Green_Gables,4.28,854952.0
9440,20th,In Cold Blood,Truman Capote,149789,1651,https://www.goodreads.com/book/show/168642.In_Cold_Blood,4.08,593018.0
9441,20th,Green Eggs and Ham,Dr. Seuss,147217,1643,https://www.goodreads.com/book/show/23772.Green_Eggs_and_Ham,4.3,701403.0
9442,20th,Atlas Shrugged,Ayn Rand,145547,1536,https://www.goodreads.com/book/show/662.Atlas_Shrugged,3.69,372572.0
9443,20th,The Color Purple,Alice Walker,145161,1637,https://www.goodreads.com/book/show/52892857-the-color-purple,4.25,596370.0
9444,20th,The Poisonwood Bible,Barbara Kingsolver,141584,1521,https://www.goodreads.com/book/show/7244.The_Poisonwood_Bible,4.08,697242.0
9445,20th,Love in the Time of Cholera,Gabriel García Márquez,141191,1546,https://www.goodreads.com/book/show/9712.Love_in_the_Time_of_Cholera,3.93,458760.0
9446,20th,The Metamorphosis,Franz Kafka,140426,1585,https://www.goodreads.com/book/show/485894.The_Metamorphosis,3.84,804186.0
9447,20th,The Complete Sherlock Holmes,Arthur Conan Doyle,139335,1550,https://www.goodreads.com/book/show/188572.The_Complete_Sherlock_Holmes,4.49,190208.0
9448,20th,Siddhartha,Hermann Hesse,139284,1544,https://www.goodreads.com/book/show/52036.Siddhartha,4.05,672034.0
9449,20th,The Secret Garden,Frances Hodgson Burnett,137978,1587,https://www.goodreads.com/book/show/2998.The_Secret_Garden,4.14,1030770.0
9450,20th,The Unbearable Lightness of Being,Milan Kundera,135307,1475,https://www.goodreads.com/book/show/9717.The_Unbearable_Lightness_of_Being,4.11,396208.0
