,centries,titles,authors,scores,votes,website,average rating,times rated
16365,20th,"The Night Is for Hunting (Tomorrow, #6)",John Marsden,38,1,https://www.goodreads.com/book/show/82553.The_Night_Is_for_Hunting,4.14,15297.0
16366,20th,The Atrocity Exhibition,J.G. Ballard,38,1,https://www.goodreads.com/book/show/70240.The_Atrocity_Exhibition,3.79,5773.0
16367,20th,"The King Beyond the Gate (Drenai Tales, #2)",David Gemmell,38,1,https://www.goodreads.com/book/show/544619.The_King_Beyond_the_Gate,4.14,13792.0
16368,20th,وا إسلاماه,علي أحمد باكثير,38,1,https://www.goodreads.com/book/show/5889987,3.77,6742.0
16369,20th,False Memory,Dean Koontz,38,1,https://www.goodreads.com/book/show/182425.False_Memory,3.89,45592.0
16370,20th,"Tender Rebel (Malory-Anderson Family, #2)",Johanna Lindsey,38,1,https://www.goodreads.com/book/show/201440.Tender_Rebel,4.12,15313.0
16371,20th,The Bird of Time,Jane Yolen,38,1,https://www.goodreads.com/book/show/362469.The_Bird_of_Time,3.86,21.0
16372,20th,"Politika (Tom Clancy's Power Plays, #1)",Jerome Preisler,38,1,https://www.goodreads.com/book/show/896414.Politika,3.61,5061.0
16373,20th,"Ralph S. Mouse (Ralph S. Mouse, #3)",Beverly Cleary,38,1,https://www.goodreads.com/book/show/762101.Ralph_S_Mouse,3.96,7849.0
16374,20th,Henrietta Sees It Through: More News from the Home Front 1942-1945,Joyce Dennys,38,1,https://www.goodreads.com/book/show/8973286-henrietta-sees-it-through,4.09,317.0
16375,20th,Linnea in Monet's Garden,Christina Björk,38,2,https://www.goodreads.com/book/show/188798.Linnea_in_Monet_s_Garden,4.16,3321.0
16376,20th,As Far As Singapore,Pamela Brown,38,1,https://www.goodreads.com/book/show/11673166-as-far-as-singapore,3.6,5.0
16377,20th,"The Mask of Dimitrios (Charles Latimer, #1)",Eric Ambler,38,1,https://www.goodreads.com/book/show/46429.The_Mask_of_Dimitrios,3.92,8862.0
16378,20th,"King of the Murgos (The Malloreon, #2)",David Eddings,38,1,https://www.goodreads.com/book/show/189811.King_of_the_Murgos,4.09,54181.0
16379,20th,"Unnatural Fire (Countess Ashby de La Zouche, #1)",Fidelis Morgan,38,1,https://www.goodreads.com/book/show/1295395.Unnatural_Fire,3.59,365.0
16380,20th,Varulven,Aksel Sandemose,38,1,https://www.goodreads.com/book/show/16073847-varulven,3.9,148.0
16381,20th,Uncle Remus or The Story of Mr. Fox and Brer Rabbit,Joel Chandler Harris,38,1,https://www.goodreads.com/book/show/20890923-uncle-remus-or-the-story-of-mr-fox-and-brer-rabbit,4.12,8.0
16382,20th,Pitch Dark,Renata Adler,38,1,https://www.goodreads.com/book/show/129343.Pitch_Dark,3.8,1308.0
16383,20th,Nocturne fra Chile,Roberto Bolaño,38,1,https://www.goodreads.com/book/show/19145782-nocturne-fra-chile,3.88,10638.0
16384,20th,Knulp: Three Tales from the Life of Knulp,Hermann Hesse,38,1,https://www.goodreads.com/book/show/2187764.Knulp,3.87,5817.0
16385,20th,Dingo Makes Us Human: Life and Land in an Australian Aboriginal Culture,Deborah Bird Rose,38,1,https://www.goodreads.com/book/show/2895813-dingo-makes-us-human,3.74,23.0
16387,20th,"Sharpe's Tiger (Sharpe, #1)",Bernard Cornwell,38,1,https://www.goodreads.com/book/show/615286.Sharpe_s_Tiger,4.1,23176.0
16388,20th,Luminile şi umbrele sufletului,Petru Creţia,38,1,https://www.goodreads.com/book/show/15834190-luminile-i-umbrele-sufletului,4.3,223.0
16389,20th,Vine's Complete Expository Dictionary of Old and New Testament Words: With Topical Index,W.E. Vine,38,1,https://www.goodreads.com/book/show/835973.Vine_s_Complete_Expository_Dictionary_of_Old_and_New_Testament_Words,4.51,1538.0
16390,20th,The Heart Can Be Filled Anywhere on Earth,Bill Holm,38,1,https://www.goodreads.com/book/show/1171422.The_Heart_Can_Be_Filled_Anywhere_on_Earth,4.2,138.0
16391,20th,Half of Man Is Woman,Zhang Xianliang,37,1,https://www.goodreads.com/book/show/1279970.Half_of_Man_Is_Woman,3.73,219.0
16392,20th,Top Secret,John Reynolds Gardiner,37,1,https://www.goodreads.com/book/show/239320.Top_Secret,3.95,464.0
16393,20th,"Theater Shoes (Shoes, #4)",Noel Streatfeild,37,1,https://www.goodreads.com/book/show/3782.Theater_Shoes,4.02,5186.0
16394,20th,Rats and Gargoyles (White Crow Sequence #1),Mary Gentle,37,1,https://www.goodreads.com/book/show/514215.Rats_and_Gargoyles,3.57,491.0
16395,20th,Crome Yellow,Aldous Huxley,37,1,https://www.goodreads.com/book/show/53672.Crome_Yellow,3.42,7440.0
16396,20th,"The Other Side of Dawn (Tomorrow, #7)",John Marsden,37,1,https://www.goodreads.com/book/show/71867.The_Other_Side_of_Dawn,4.2,14757.0
16397,20th,The Girl in the Plain Brown Wrapper (Travis McGee #10),John D. MacDonald,37,1,https://www.goodreads.com/book/show/761798.The_Girl_in_the_Plain_Brown_Wrapper,4.09,4201.0
16398,20th,The Final Forest: The Battle for the Last Great Trees of the Pacific Northwest,William Dietrich,37,1,https://www.goodreads.com/book/show/409014.The_Final_Forest,4.2,312.0
16399,20th,The Ghost Next Door,Wylly Folk St. John,37,1,https://www.goodreads.com/book/show/464102.The_Ghost_Next_Door,4.09,719.0
16400,20th,"The Journey Begins (Road to Avonlea, #1)",Dennis Adair,37,1,https://www.goodreads.com/book/show/65792.The_Journey_Begins,4.09,1021.0
16401,20th,The Best Christmas Pageant Ever (The Herdmans #1),Barbara Robinson,37,1,https://www.goodreads.com/book/show/239810.The_Best_Christmas_Pageant_Ever,4.18,50921.0
16402,20th,"Angel Creek (Western Ladies, #2)",Linda Howard,37,1,https://www.goodreads.com/book/show/662310.Angel_Creek,3.81,3987.0
16403,20th,I Been in Sorrow's Kitchen and Licked Out All the Pots,Susan Straight,37,1,https://www.goodreads.com/book/show/553462.I_Been_in_Sorrow_s_Kitchen_and_Licked_Out_All_the_Pots,4.11,654.0
16404,20th,The Tale of Custard the Dragon,Ogden Nash,37,1,https://www.goodreads.com/book/show/352284.The_Tale_of_Custard_the_Dragon,4.24,559.0
16405,20th,A Murder of Quality (George Smiley #2),John le Carré,37,1,https://www.goodreads.com/book/show/622855.A_Murder_of_Quality,3.64,16579.0
16406,20th,Anne Sexton: A Biography,Diane Wood Middlebrook,37,1,https://www.goodreads.com/book/show/47731.Anne_Sexton,4.18,3869.0
16407,20th,An Area of Darkness,V.S. Naipaul,37,1,https://www.goodreads.com/book/show/5854.An_Area_of_Darkness,3.67,2075.0
16408,20th,Dance of the Tiger: A Novel of the Ice Age,Björn Kurtén,37,1,https://www.goodreads.com/book/show/894107.Dance_of_the_Tiger,3.7,395.0
16409,20th,Fin-de-Siècle Vienna: Politics and Culture,Carl E. Schorske,37,1,https://www.goodreads.com/book/show/197287.Fin_de_Si_cle_Vienna,4.1,1389.0
16410,20th,The Royal Physician's Visit,Per Olov Enquist,37,1,https://www.goodreads.com/book/show/275570.The_Royal_Physician_s_Visit,3.83,3626.0
16411,20th,Äldreomsorgen i övre Kågedalen,Nikanor Teratologen,37,1,https://www.goodreads.com/book/show/1894301._ldreomsorgen_i_vre_K_gedalen,3.76,235.0
16412,20th,Love in a Bottle and Other Stories,Antal Szerb,37,1,https://www.goodreads.com/book/show/16057494-love-in-a-bottle-and-other-stories,3.96,204.0
16413,20th,Ants at Work: How an Insect Society is Organized,Deborah M. Gordon,37,1,https://www.goodreads.com/book/show/3139.Ants_at_Work,3.76,191.0
16414,20th,Course in General Linguistics,Ferdinand de Saussure,37,1,https://www.goodreads.com/book/show/287585.Course_in_General_Linguistics,3.97,3056.0
16415,20th,Gândirea captivă,Czesław Miłosz,37,1,https://www.goodreads.com/book/show/20569570-g-ndirea-captiv,4.27,3334.0
16417,20th,Amazing Grace: 366 Hymn Stories for Daily Devotions,Kenneth W. Osbeck,37,1,https://www.goodreads.com/book/show/2226882.Amazing_Grace,4.33,102.0
16418,20th,The Mahabharata,Jean-Claude Carrière,37,1,https://www.goodreads.com/book/show/1321132.The_Mahabharata,4.31,213.0
16419,20th,"Sharpe's Fortress (Sharpe, #3)",Bernard Cornwell,37,1,https://www.goodreads.com/book/show/15845199-sharpe-s-fortress,4.18,12123.0
16420,20th,"At Mother's Request: A True Story of Money, Murder and Betrayal",Jonathan Coleman,37,1,https://www.goodreads.com/book/show/1606124.At_Mother_s_Request,3.88,121.0
16421,20th,"Enter a Murderer (Roderick Alleyn, #2)",Ngaio Marsh,36,2,https://www.goodreads.com/book/show/280985.Enter_a_Murderer,3.82,5838.0
16422,20th,Merleau-Ponty's Critique of Sartre's Philosophy,Margaret Whitford,36,1,https://www.goodreads.com/book/show/3367015-merleau-ponty-s-critique-of-sartre-s-philosophy,4.5,2.0
16423,20th,The Case of the Vanishing Boy,Alexander Key,36,1,https://www.goodreads.com/book/show/1010711.The_Case_of_the_Vanishing_Boy,4.14,181.0
16424,20th,"The Serpent (Atlan, #1)",Jane Gaskell,36,1,https://www.goodreads.com/book/show/1937432.The_Serpent,3.68,224.0
16425,20th,The Unlimited Dream Company,J.G. Ballard,36,1,https://www.goodreads.com/book/show/535040.The_Unlimited_Dream_Company,3.66,1753.0
16426,20th,Studies in Classic American Literature,D.H. Lawrence,36,1,https://www.goodreads.com/book/show/591705.Studies_in_Classic_American_Literature,4.07,485.0
16427,20th,الفوائد,Ibn Qayyim al-Jawziyya,36,1,https://www.goodreads.com/book/show/3827274,4.51,4227.0
16428,20th,Whistle,James Jones,36,1,https://www.goodreads.com/book/show/144908.Whistle,3.87,545.0
16429,20th,Alfred Hitchcock Presents: More Stories Not for the Nervous,Alfred Hitchcock,36,1,https://www.goodreads.com/book/show/3977238-alfred-hitchcock-presents,3.92,71.0
16432,20th,Custard the Dragon and the Wicked Knight,Ogden Nash,36,1,https://www.goodreads.com/book/show/398176.Custard_the_Dragon_and_the_Wicked_Knight,4.17,127.0
16433,20th,"Net Force (Tom Clancy's Net Force, #1)",Steve Perry,36,1,https://www.goodreads.com/book/show/2331866.Net_Force,3.52,9720.0
16434,20th,The Four Graces,D.E. Stevenson,36,1,https://www.goodreads.com/book/show/2426675.The_Four_Graces,3.97,1432.0
16435,20th,The Blessing,Nancy Mitford,36,1,https://www.goodreads.com/book/show/153530.The_Blessing,3.79,2167.0
16436,20th,Ingenious Pain,Andrew Miller,36,1,https://www.goodreads.com/book/show/2340062.Ingenious_Pain,3.71,1686.0
16437,20th,Speranza: En samtida berättelse,Sven Delblanc,36,1,https://www.goodreads.com/book/show/1892135.Speranza,3.1,39.0
16438,20th,"Something Fresh (Blandings Castle, #1)",P.G. Wodehouse,36,1,https://www.goodreads.com/book/show/5954557-something-fresh,4.09,10362.0
16439,20th,101 Hymn Stories: The Inspiring True Stories Behind 101 Favorite Hymns,Kenneth W. Osbeck,36,1,https://www.goodreads.com/book/show/1460142.101_Hymn_Stories,3.84,130.0
16440,20th,Barefoot in the Park,Neil Simon,36,1,https://www.goodreads.com/book/show/126903.Barefoot_in_the_Park,3.89,4962.0
16441,20th,The Chomsky-Foucault Debate: On Human Nature,Noam Chomsky,36,1,https://www.goodreads.com/book/show/12614.The_Chomsky_Foucault_Debate,3.94,2629.0
16442,20th,Sharpe's Trafalgar,Bernard Cornwell,36,1,https://www.goodreads.com/book/show/1903696.Sharpe_s_Trafalgar,4.12,11691.0
16443,20th,Jurnal: 1935-1944,Mihail Sebastian,36,1,https://www.goodreads.com/book/show/30333452-jurnal,4.54,919.0
16444,20th,At Risk,Alice Hoffman,36,1,https://www.goodreads.com/book/show/40712278-at-risk,3.83,6426.0
16445,20th,Τα ποιήματα Α΄ (1961-1978),Νίκος Καρούζος,36,1,https://www.goodreads.com/book/show/17924725,4.39,49.0
16446,20th,"Newspaper Days, 1899-1906 : Volume 2 of Mencken's Autobiography",H.L. Mencken,36,1,https://www.goodreads.com/book/show/588200.Newspaper_Days_1899_1906_,4.22,120.0
16447,20th,A Promise is a Promise,Robert Munsch,36,1,https://www.goodreads.com/book/show/285744.A_Promise_is_a_Promise,3.99,1583.0
16448,20th,Stories of the Modern South,Ben Forkner,35,1,https://www.goodreads.com/book/show/309406.Stories_of_the_Modern_South,4.01,102.0
16449,20th,The Dragon (Atlan Saga),Jane Gaskell,35,1,https://www.goodreads.com/book/show/1382847.The_Dragon,3.92,113.0
16450,20th,Chaka,Thomas Mofolo,35,1,https://www.goodreads.com/book/show/1101837.Chaka,3.7,492.0
16451,20th,The Whirlpool,Brian Quirt,35,1,https://www.goodreads.com/book/show/116487.The_Whirlpool,3.52,373.0
16452,20th,رحلتي من الشك إلى الإيمان,مصطفى محمود,35,1,https://www.goodreads.com/book/show/3338544,3.98,22981.0
16453,20th,Che Guevara: A Revolutionary Life,Jon Lee Anderson,35,1,https://www.goodreads.com/book/show/10836.Che_Guevara,4.08,21800.0
16454,20th,Where Dreams Begin,Lisa Kleypas,35,1,https://www.goodreads.com/book/show/18397953-where-dreams-begin,3.98,13780.0
16455,20th,"Blue Gold (NUMA Files, #2)",Clive Cussler,35,1,https://www.goodreads.com/book/show/823939.Blue_Gold,3.93,9876.0
16456,20th,Stig of the Dump,Clive King,35,1,https://www.goodreads.com/book/show/979470.Stig_of_the_Dump,3.93,10206.0
16457,20th,The Ten Teacups,Carter Dickson,35,1,https://www.goodreads.com/book/show/11072703-the-ten-teacups,3.77,208.0
16458,20th,The Throat,Peter Straub,35,1,https://www.goodreads.com/book/show/906491.The_Throat,3.95,3692.0
16459,20th,Der Nazi & der Friseur,Edgar Hilsenrath,35,1,https://www.goodreads.com/book/show/2828410-der-nazi-der-friseur,3.98,1663.0
16460,20th,"Norbert Nackendick, Oder, Das Nackte Nashorn",Michael Ende,35,1,https://www.goodreads.com/book/show/468801.Norbert_Nackendick_Oder_Das_Nackte_Nashorn,3.48,46.0
16461,20th,Berlin Childhood around 1900,Walter Benjamin,35,1,https://www.goodreads.com/book/show/149366.Berlin_Childhood_around_1900,3.93,1256.0
16462,20th,Just a Dream,Chris Van Allsburg,35,1,https://www.goodreads.com/book/show/55739.Just_a_Dream,4.05,2691.0
16463,20th,Confession sexuelle d'un anonyme russe,Anonymous,35,1,https://www.goodreads.com/book/show/2310968.Confession_sexuelle_d_un_anonyme_russe,3.46,65.0
16464,20th,Lucy,Jamaica Kincaid,35,1,https://www.goodreads.com/book/show/69719.Lucy,3.8,9392.0
16465,20th,"The History of Sexuality, Volume 3: The Care of the Self",Michel Foucault,35,1,https://www.goodreads.com/book/show/1876.The_History_of_Sexuality_Volume_3,4.04,2378.0
16466,20th,Sun and Steel,Yukio Mishima,35,1,https://www.goodreads.com/book/show/62804.Sun_and_Steel,3.93,3466.0
16467,20th,Ποιήματα 1943-1974,Έκτωρ Κακναβάτος,35,1,https://www.goodreads.com/book/show/30516259-1943-1974,4.38,8.0
16468,20th,Space-time and beyond : toward an explanation of the unexplainable,Bob Toben,35,1,https://www.goodreads.com/book/show/94093.Space_time_and_beyond_,4.11,169.0
16470,20th,A House in Flanders,Michael Jenkins,35,1,https://www.goodreads.com/book/show/563440.A_House_in_Flanders,3.96,113.0
16471,20th,Stephanie's Ponytail,Robert Munsch,35,1,https://www.goodreads.com/book/show/285740.Stephanie_s_Ponytail,4.28,3865.0
16472,20th,Penhally,Caroline Gordon,34,1,https://www.goodreads.com/book/show/1883025.Penhally,3.55,49.0
16473,20th,"Atlan (Atlan, #2)",Jane Gaskell,34,1,https://www.goodreads.com/book/show/908135.Atlan,3.59,128.0
16474,20th,The Time of the Assassins: A Study of Arthur Rimbaud,Henry Miller,34,1,https://www.goodreads.com/book/show/254.The_Time_of_the_Assassins,3.92,1145.0
16475,20th,يوميات عبقري,Salvador Dalí,34,1,https://www.goodreads.com/book/show/5983759,3.81,3129.0
16476,20th,The Thomas Berryman Number,James Patterson,34,1,https://www.goodreads.com/book/show/13149.The_Thomas_Berryman_Number,2.84,5494.0
16477,20th,Treasure Box,Orson Scott Card,34,1,https://www.goodreads.com/book/show/31351.Treasure_Box,3.34,4066.0
16478,20th,Jackson Rule,Dinah McCall,34,1,https://www.goodreads.com/book/show/616070.Jackson_Rule,4.07,2038.0
16479,20th,Hjälten från Troja,Valerio Massimo Manfredi,34,1,https://www.goodreads.com/book/show/13486368-hj-lten-fr-n-troja,3.45,1238.0
16480,20th,The Black Unicorn: Poems,Audre Lorde,34,1,https://www.goodreads.com/book/show/50684.The_Black_Unicorn,4.35,2454.0
16481,20th,Hay Fever,Noël Coward,34,1,https://www.goodreads.com/book/show/370964.Hay_Fever,3.68,639.0
16482,20th,"Seeress of Kell (The Malloreon, #5)",David Eddings,34,1,https://www.goodreads.com/book/show/110694.Seeress_of_Kell,4.12,44983.0
16483,20th,In the Freud Archives,Janet Malcolm,34,1,https://www.goodreads.com/book/show/378440.In_the_Freud_Archives,4.18,875.0
16484,20th,"The Mating Season (Jeeves, #9)",P.G. Wodehouse,34,1,https://www.goodreads.com/book/show/16390.The_Mating_Season,4.16,7752.0
16485,20th,Expecting Someone Taller,Tom Holt,34,1,https://www.goodreads.com/book/show/938418.Expecting_Someone_Taller,3.83,4166.0
16486,20th,Madeline and the Gypsies,Ludwig Bemelmans,34,1,https://www.goodreads.com/book/show/221428.Madeline_and_the_Gypsies,4.1,2653.0
16487,20th,Αμοργός,Nikos Gatsos,34,1,https://www.goodreads.com/book/show/12712121,4.31,336.0
16488,20th,Defiance,Carole Maso,34,1,https://www.goodreads.com/book/show/153596.Defiance,3.73,227.0
16489,20th,Lords of the Housetops: Thirteen Cat Tales,Carl Van Vechten,34,1,https://www.goodreads.com/book/show/9731058-lords-of-the-housetops,3.47,49.0
16490,20th,The Key,Jun'ichirō Tanizaki,34,1,https://www.goodreads.com/book/show/93839.The_Key,3.58,5291.0
16491,20th,The Mad Man,Samuel R. Delany,34,1,https://www.goodreads.com/book/show/786182.The_Mad_Man,4.01,259.0
16492,20th,Writing Degree Zero,Roland Barthes,34,1,https://www.goodreads.com/book/show/300818.Writing_Degree_Zero,3.86,1562.0
16493,20th,The Vicious Vikings,Terry Deary,34,1,https://www.goodreads.com/book/show/237154.The_Vicious_Vikings,3.98,2754.0
16494,20th,Mentalitatea anticapitalistă,Ludwig von Mises,34,1,https://www.goodreads.com/book/show/19476409-mentalitatea-anticapitalist,4.01,1880.0
16495,20th,Fame and Obscurity,Gay Talese,34,1,https://www.goodreads.com/book/show/113849.Fame_and_Obscurity,4.44,432.0
16496,20th,Ghosts of the Air: True Stories of Aerial Hauntings,Martin Caidin,34,1,https://www.goodreads.com/book/show/1947942.Ghosts_of_the_Air,3.84,108.0
16497,20th,Alligator Baby,Robert Munsch,34,1,https://www.goodreads.com/book/show/285756.Alligator_Baby,3.95,1565.0
16498,20th,None Shall Look Back,Caroline Gordon,33,1,https://www.goodreads.com/book/show/1883026.None_Shall_Look_Back,3.9,42.0
16499,20th,Autumn in Peking,Boris Vian,33,1,https://www.goodreads.com/book/show/141824.Autumn_in_Peking,3.93,2557.0
16500,20th,The Machinery of Freedom: Guide to a Radical Capitalism,David D. Friedman,33,1,https://www.goodreads.com/book/show/112849.The_Machinery_of_Freedom,4.11,1119.0
16501,20th,"The City (Atlan, #3)",Jane Gaskell,33,1,https://www.goodreads.com/book/show/908138.The_City,3.56,109.0
16502,20th,Conqueror of the World: The Life of Chingis (Genghis) Khan,René Grousset,33,1,https://www.goodreads.com/book/show/983069.Conqueror_of_the_World,4.01,71.0
16503,20th,Stand Still Like the Hummingbird,Henry Miller,33,1,https://www.goodreads.com/book/show/9263.Stand_Still_Like_the_Hummingbird,4.13,1189.0
16504,20th,Man on Fire (Creasy #1),A.J. Quinnell,33,1,https://www.goodreads.com/book/show/333103.Man_on_Fire,4.25,3657.0
16505,20th,Skeleton Crew,Stephen King,33,1,https://www.goodreads.com/book/show/13440.Skeleton_Crew,3.97,116282.0
16506,20th,Arctic Adventure: My Life in the Frozen North,Peter Freuchen,33,1,https://www.goodreads.com/book/show/1223919.Arctic_Adventure,4.46,204.0
16507,20th,Dreams: Part One (Dreams #1),Jayne Ann Krentz,33,1,https://www.goodreads.com/book/show/763175.Dreams,3.92,339.0
16508,20th,Frederica,Georgette Heyer,33,1,https://www.goodreads.com/book/show/13449686-frederica,4.19,20223.0
16509,20th,"The Scarlet Seed (Heaven Tree, #3)",Edith Pargeter,33,1,https://www.goodreads.com/book/show/2054514.The_Scarlet_Seed,4.19,289.0
16510,20th,La Patience De Maigret (Inspector Maigret #64),Georges Simenon,33,1,https://www.goodreads.com/book/show/1057012.La_Patience_De_Maigret,3.9,695.0
16511,20th,Max's First Word,Rosemary Wells,33,1,https://www.goodreads.com/book/show/3824280-max-s-first-word,4.01,172.0
16512,20th,The Napping House,Audrey Wood,33,1,https://www.goodreads.com/book/show/815234.The_Napping_House,4.26,45852.0
16513,20th,The Motion of Light in Water: Sex and Science Fiction Writing in the East Village,Samuel R. Delany,33,1,https://www.goodreads.com/book/show/353325.The_Motion_of_Light_in_Water,4.31,1030.0
16514,20th,The Archaeology of Knowledge and The Discourse on Language,Michel Foucault,33,1,https://www.goodreads.com/book/show/232743.The_Archaeology_of_Knowledge_and_The_Discourse_on_Language,4.12,6675.0
16515,20th,The Groovy Greeks,Terry Deary,33,1,https://www.goodreads.com/book/show/423941.The_Groovy_Greeks,4.07,3494.0
16516,20th,Intervenţionismul: o analiză economică,Ludwig von Mises,33,1,https://www.goodreads.com/book/show/19480942-interven-ionismul,4.4,117.0
16517,20th,Big Fish,Daniel Wallace,33,1,https://www.goodreads.com/book/show/129984.Big_Fish,3.67,20147.0
16518,20th,Darconville's Cat,Alexander Theroux,33,1,https://www.goodreads.com/book/show/2231561.Darconville_s_Cat,4.28,493.0
16519,20th,Oleanna,David Mamet,33,1,https://www.goodreads.com/book/show/759910.Oleanna,3.59,9097.0
16520,20th,"The Little, Brown Book of Anecdotes",Clifton Fadiman,33,1,https://www.goodreads.com/book/show/7076849-the-little-brown-book-of-anecdotes,4.21,98.0
16521,20th,Thomas' Snowsuit,Robert Munsch,33,1,https://www.goodreads.com/book/show/285792.Thomas_Snowsuit,4.1,3650.0
16522,20th,You're All Alone,Fritz Leiber,32,1,https://www.goodreads.com/book/show/102285.You_re_All_Alone,3.82,136.0
16523,20th,"Titan (Gaea, #1)",John Varley,32,2,https://www.goodreads.com/book/show/49838.Titan,3.95,8265.0
16524,20th,The Women on the Porch,Caroline Gordon,32,1,https://www.goodreads.com/book/show/1069695.The_Women_on_the_Porch,3.45,69.0
16525,20th,Journey into the Whirlwind,Evgenia Ginzburg,32,1,https://www.goodreads.com/book/show/71149.Journey_into_the_Whirlwind,4.39,3467.0
16526,20th,All of an Instant,Richard Garfinkle,32,1,https://www.goodreads.com/book/show/2037135.All_of_an_Instant,3.8,98.0
16527,20th,Wheels of Terror,Sven Hassel,32,1,https://www.goodreads.com/book/show/1058609.Wheels_of_Terror,4.02,2257.0
16528,20th,Piranha to Scurfy: And Other Stories,Ruth Rendell,32,1,https://www.goodreads.com/book/show/308568.Piranha_to_Scurfy,3.7,613.0
16529,20th,Montana 1948,Larry Watson,32,2,https://www.goodreads.com/book/show/781653.Montana_1948,3.86,12793.0
